000816540 ,2018/1,0.3 
200002832 ,2018/1,0.4 
100931808 ,2018/1,0.5 
000872652 ,2018/1,0.55 
200002156 ,2018/1,0.85 
200000970 ,2018/1,0.4 
000935360 ,2018/1,0.3 
100902774 ,2018/1,0.55 
100920819 ,2018/1,0.65 
200003891 ,2018/1,0.45 
000833630 ,2018/1,0.35 
100937447 ,2018/1,0.85 
100934164 ,2018/1,0.85 
000912476 ,2018/1,0.35 
000925837 ,2018/1,0.25 
000549452 ,2018/1,0.25 
000833576 ,2018/1,0.1 
100910956 ,2018/1,0.5 
200001129 ,2018/1,0.4 
000413607 ,2018/1,0.3 
200000623 ,2018/1,0.4 
200003817 ,2018/1,0.25 
200003082 ,2018/1,0.45 
200002756 ,2018/1,0.4 
200002068 ,2018/1,0.4 
200004356 ,2018/1,0.45 
200003016 ,2018/1,0.65 
100942635 ,2018/1,0.35 
100946462 ,2018/1,0.45 
100946120 ,2018/1,0.75 
000940402 ,2018/1,0.45 
200002525 ,2018/1,0.35 
000956538 ,2018/1,0.25 
200000878 ,2018/1,0.3 
100933193 ,2018/1,0.4 
100938980 ,2018/1,0.25 
100925940 ,2018/1,0.6 
100918345 ,2018/1,0.4 
100943141 ,2018/1,0.5 
100914082 ,2018/1,0.4 
100943242 ,2018/1,0.4 
100906781 ,2018/1,0.45 
100912835 ,2018/1,0.4 
100909495 ,2018/1,0.3 
100910185 ,2018/1,0.6 
000920924 ,2018/1,0.2 
100918499 ,2018/1,0.6 
100929617 ,2018/1,0.65 
100918930 ,2018/1,0.3 
000934852 ,2018/1,0.45 
000892530 ,2018/1,0.55 
000946486 ,2018/1,0.45 
000921025 ,2018/1,0.4 
000949671 ,2018/1,0.45 
000896799 ,2018/1,0.5 
000934666 ,2018/1,0.35 
000817589 ,2018/1,0.25 
100916706 ,2018/1,0.55 
000770760 ,2018/1,0.3 
000951099 ,2018/1,0.7 
000931764 ,2018/1,0.4 
000909530 ,2018/1,0.2 
000746088 ,2018/1,0.5 
000936707 ,2018/1,0.4 
000868906 ,2018/1,0.3 
000903230 ,2018/1,0.3 
100929767 ,2018/1,0.4 
000798428 ,2018/1,0.4 
000868876 ,2018/1,0.5 
000813451 ,2018/1,0.5 
000897132 ,2018/1,0.35 
000715310 ,2018/1,0.25 
100917806 ,2018/1,0.2 
000801070 ,2018/1,0.3 
000888974 ,2018/1,0.2 
000610950 ,2018/1,0.45 
000903752 ,2018/1,0.35 
000770299 ,2018/1,0.5 
000898490 ,2018/1,0.6 
000715140 ,2018/1,0.35 
000955523 ,2018/1,0.45 
000955990 ,2018/1,0.15 
000841595 ,2018/1,0.15 
000806005 ,2018/1,0.15 
000870870 ,2018/1,0.45 
100912921 ,2018/1,0.4 
000916994 ,2018/1,0.25 
000885746 ,2018/1,0.2 
000840939 ,2018/1,0.3 
000852384 ,2018/1,0.35 
100946443 ,2018/1,0.3 
000936588 ,2018/1,0.65 
100929608 ,2018/1,0.3 
200004012 ,2018/1,0.6 
200002091 ,2018/1,0.8 
000933902 ,2018/1,0.35 
100923261 ,2018/1,0.45 
000943304 ,2018/1,0.5 
000824941 ,2018/1,0.3 
000603783 ,2018/1,0.4 
000942529 ,2018/1,0 
200000765 ,2018/1,0 
200004267 ,2018/1,0.55 
200002799 ,2018/1,0.6 
000891843 ,2018/1,0.4 
100905866 ,2018/1,0.35 
100901012 ,2018/1,0.5 
100947104 ,2018/1,0.6 
100934727 ,2018/1,0.25 
100929678 ,2018/1,0.3 
000944491 ,2018/1,0.35 
000944815 ,2018/1,0.6 
000923168 ,2018/1,0 
000928577 ,2018/1,0.55 
100006320 ,2018/1,0.7 
000889032 ,2018/1,0 
000766755 ,2018/1,0.25 
000793345 ,2018/1,0.55 
000666688 ,2018/1,0 
000809926 ,2018/1,0 
000861553 ,2018/1,0 
000881015 ,2018/1,0.65 
000841935 ,2018/1,0.55 
000842109 ,2018/1,0 
000842010 ,2018/1,0.3 
000861472 ,2018/1,0.5 
000861537 ,2018/1,0 
000783005 ,2018/1,0 
000832910 ,2018/1,0 
000861790 ,2018/1,0.75 
000861588 ,2018/1,0 
000828750 ,2018/1,0.4 
000833010 ,2018/1,0.65 
000722740 ,2018/1,0 
000811335 ,2018/1,0 
000833401 ,2018/1,0.6 
000644005 ,2018/1,0 
000751693 ,2018/1,0 
000807524 ,2018/1,0.65 
200003267 ,2018/1,0.5 
000921050 ,2018/1,0.7 
200003675 ,2018/1,0.75 
200003238 ,2018/1,0.6 
200003555 ,2018/1,0.6 
200004004 ,2018/1,0.65 
200001935 ,2018/1,0.5 
200000636 ,2018/1,0.65 
000742961 ,2018/1,0.6 
200003911 ,2018/1,0.55 
200003810 ,2018/1,0.4 
200001969 ,2018/1,0.6 
200003652 ,2018/1,0.7 
200004567 ,2018/1,0.5 
200000628 ,2018/1,0.35 
200003268 ,2018/1,0.45 
200002759 ,2018/1,0.45 
200002447 ,2018/1,0.2 
200004328 ,2018/1,0.55 
200001971 ,2018/1,0.6 
200000599 ,2018/1,0.4 
000953938 ,2018/1,0.4 
200002982 ,2018/1,0.65 
200003077 ,2018/1,0.6 
200001945 ,2018/1,0.55 
200003566 ,2018/1,0.55 
200003223 ,2018/1,0.55 
200003084 ,2018/1,0.65 
200001984 ,2018/1,0.65 
200003707 ,2018/1,0.8 
200000593 ,2018/1,0.35 
200001926 ,2018/1,0.55 
200004474 ,2018/1,0.55 
200000588 ,2018/1,0.3 
200003516 ,2018/1,0.3 
200001990 ,2018/1,0.6 
200001966 ,2018/1,0.6 
200001612 ,2018/1,0.55 
200001976 ,2018/1,0.7 
200001967 ,2018/1,0.65 
200001932 ,2018/1,0.5 
200002438 ,2018/1,0.65 
200000629 ,2018/1,0.6 
200003101 ,2018/1,0.5 
200002448 ,2018/1,0.6 
200003814 ,2018/1,0.6 
200003575 ,2018/1,0.65 
200001922 ,2018/1,0.4 
200002298 ,2018/1,0.25 
200002441 ,2018/1,0.2 
200002752 ,2018/1,0.2 
200001956 ,2018/1,0.1 
200003081 ,2018/1,0.1 
100942500 ,2018/1,0.15 
200000555 ,2018/1,0.1 
200003998 ,2018/1,0.2 
200001923 ,2018/1,0.25 
200001127 ,2018/1,0.1 
200001948 ,2018/1,0.2 
200003829 ,2018/1,0.2 
200002380 ,2018/1,0.25 
200000624 ,2018/1,0.2 
200003571 ,2018/1,0.2 
200002484 ,2018/1,0.3 
200001965 ,2018/1,0.25 
200002542 ,2018/1,0.15 
200003557 ,2018/1,0.1 
200003244 ,2018/1,0.1 
200003910 ,2018/1,0.2 
200003951 ,2018/1,0.2 
200001959 ,2018/1,0.2 
200002980 ,2018/1,0.1 
200000608 ,2018/1,0.2 
200000631 ,2018/1,0.2 
200002976 ,2018/1,0.2 
200002895 ,2018/1,0.2 
200000626 ,2018/1,0.15 
200002894 ,2018/1,0.15 
200000622 ,2018/1,0.05 
200003821 ,2018/1,0.3 
200002607 ,2018/1,0.15 
200001921 ,2018/1,0.3 
200002757 ,2018/1,0.25 
200002376 ,2018/1,0.3 
200003085 ,2018/1,0.25 
200004138 ,2018/1,0.15 
200003995 ,2018/1,0.2 
200003568 ,2018/1,0.1 
200003242 ,2018/1,0.15 
200003241 ,2018/1,0.35 
200003482 ,2018/1,0.55 
200003577 ,2018/1,0.6 
200002847 ,2018/1,0.65 
200004475 ,2018/1,0.65 
200002437 ,2018/1,0.55 
200001092 ,2018/1,0.8 
200001930 ,2018/1,0.55 
200000625 ,2018/1,0.4 
200003065 ,2018/1,0.5 
200003702 ,2018/1,0.35 
200002059 ,2018/1,0.55 
200002893 ,2018/1,0.6 
200001986 ,2018/1,0.5 
200003813 ,2018/1,0.15 
200003682 ,2018/1,0.5 
200004282 ,2018/1,0.45 
200003230 ,2018/1,0.8 
200001962 ,2018/1,0.5 
200003149 ,2018/1,0.5 
200003567 ,2018/1,0.55 
200002440 ,2018/1,0.55 
200001939 ,2018/1,0.35 
200001954 ,2018/1,0.75 
200004388 ,2018/1,0.55 
200003957 ,2018/1,0.4 
200003820 ,2018/1,0.55 
200004140 ,2018/1,0.6 
200003259 ,2018/1,0.65 
200003708 ,2018/1,0.4 
200004134 ,2018/1,0.35 
200003816 ,2018/1,0.65 
200003228 ,2018/1,0.35 
200000603 ,2018/1,0.5 
200003233 ,2018/1,0.6 
200002435 ,2018/1,0.5 
200004133 ,2018/1,0.55 
200003909 ,2018/1,0.55 
200003576 ,2018/1,0.6 
200004104 ,2018/1,0.6 
200002755 ,2018/1,0.4 
200004231 ,2018/1,0.45 
200003246 ,2018/1,0.5 
100936736 ,2018/1,0.45 
000894176 ,2018/1,0.45 
100933968 ,2018/1,0.55 
200000597 ,2018/1,0.5 
200001568 ,2018/1,0.75 
000946982 ,2018/1,0.55 
200000965 ,2018/1,0.75 
100945821 ,2018/1,0.65 
100946034 ,2018/1,0.5 
200000643 ,2018/1,0.65 
100934099 ,2018/1,0.5 
200000968 ,2018/1,0.7 
200002684 ,2018/1,0.4 
000818259 ,2018/1,0.6 
100945765 ,2018/1,0.5 
000815063 ,2018/1,0.6 
100942035 ,2018/1,0.75 
200000959 ,2018/1,0.7 
100945752 ,2018/1,0.8 
200000909 ,2018/1,0.4 
200000978 ,2018/1,0.8 
200002853 ,2018/1,0.75 
100946328 ,2018/1,0.7 
200001085 ,2018/1,0.4 
200000905 ,2018/1,0.55 
200000655 ,2018/1,0.7 
100934225 ,2018/1,0.35 
100941184 ,2018/1,0.8 
100934393 ,2018/1,0.6 
