000872652;2018/1;0.55
000935360;2018/1;0.3
000833630;2018/1;0.35
200000970;2018/1;0.4
100902774;2018/1;0.55
100910956;2018/1;0.5
100920819;2018/1;0.65
100934164;2018/1;0.85
200003891;2018/1;0.45
000925837;2018/1;0.25
000549452;2018/1;0.25
000833576;2018/1;0.1
100937447;2018/1;0.85
000912476;2018/1;0.35
000413607;2018/1;0.3
200000623;2018/1;0.4
200003817;2018/1;0.25
200003082;2018/1;0.45
200002756;2018/1;0.4
200002068;2018/1;0.4
200004356;2018/1;0.45
200002832;2018/1;0.4
200001129;2018/1;0.4
200003016;2018/1;0.65
200002156;2018/1;0.85
100914082;2018/1;0.4
200000878;2018/1;0.3
000940402;2018/1;0.45
000956538;2018/1;0.25
100938980;2018/1;0.25
100933193;2018/1;0.4
100918345;2018/1;0.4
100943141;2018/1;0.5
100946462;2018/1;0.45
100943242;2018/1;0.4
100925940;2018/1;0.6
100929617;2018/1;0.65
000946486;2018/1;0.45
100909495;2018/1;0.3
100918499;2018/1;0.6
100946120;2018/1;0.75
100918930;2018/1;0.3
000934852;2018/1;0.45
100906781;2018/1;0.45
000951099;2018/1;0.7
000921025;2018/1;0.4
000949671;2018/1;0.45
000896799;2018/1;0.5
000934666;2018/1;0.35
100916706;2018/1;0.55
000770760;2018/1;0.3
000931764;2018/1;0.4
000817589;2018/1;0.25
000920924;2018/1;0.2
000746088;2018/1;0.5
000892530;2018/1;0.55
000936707;2018/1;0.4
000868906;2018/1;0.3
000909530;2018/1;0.2
100912835;2018/1;0.4
200002525;2018/1;0.35
100929608;2018/1;0.3
100946443;2018/1;0.3
000897132;2018/1;0.35
000868876;2018/1;0.5
000813451;2018/1;0.5
000801070;2018/1;0.3
000715310;2018/1;0.25
000903752;2018/1;0.35
000903230;2018/1;0.3
000888974;2018/1;0.2
000798428;2018/1;0.4
000715140;2018/1;0.35
000770299;2018/1;0.5
000898490;2018/1;0.6
000610950;2018/1;0.45
100917806;2018/1;0.2
000955990;2018/1;0.15
000806005;2018/1;0.15
000870870;2018/1;0.45
000841595;2018/1;0.15
000885746;2018/1;0.2
000955523;2018/1;0.45
100912921;2018/1;0.4
200000765;2018/1;0.65
100929767;2018/1;0.4
000936588;2018/1;0.65
000840939;2018/1;0.3
000852384;2018/1;0.35
100923261;2018/1;0.45
200002091;2018/1;0.8
200004012;2018/1;0.6
000933902;2018/1;0.35
000943304;2018/1;0.5
000824941;2018/1;0.3
000603783;2018/1;0.4
000916994;2018/1;0.25
200004267;2018/1;0.55
000891843;2018/1;0.4
100947104;2018/1;0.6
100905866;2018/1;0.35
000944491;2018/1;0.35
000923168;2018/1;0
100929678;2018/1;0.3
100901012;2018/1;0.5
100006320;2018/1;0.7
200002799;2018/1;0.6
000944815;2018/1;0.6
000928577;2018/1;0.55
100934727;2018/1;0.25
000950335;2018/1;0.75
000937665;2018/1;0.8
100918185;2018/1;0.55
000937711;2018/1;0.45
000845507;2018/1;0.65
000933619;2018/1;0.35
100915853;2018/1;0.6
000949710;2018/1;0.7
000955868;2018/1;0.6
000953156;2018/1;0.7
000937690;2018/1;0.6
000937762;2018/1;0.55
100941299;2018/1;0.65
000937649;2018/1;0.5
000923591;2018/1;0.3
000913790;2018/1;0.85
000914525;2018/1;0.4
000893927;2018/1;0.5
000955850;2018/1;0.75
000955086;2018/1;0.85
000946966;2018/1;0.35
000947040;2018/1;0.75
000909599;2018/1;0.4
000946478;2018/1;0.3
100930989;2018/1;0.5
000925977;2018/1;0.3
000913529;2018/1;0.45
000937630;2018/1;0.7
000868035;2018/1;0.5
000952931;2018/1;0.8
000914193;2018/1;0.45
000955035;2018/1;0.45
000930865;2018/1;0.6
000948012;2018/1;0.6
000893609;2018/1;0.5
000913405;2018/1;0.55
000949680;2018/1;0.65
000946656;2018/1;0.7
100910235;2018/1;0.4
000950815;2018/1;0.6
000934399;2018/1;0.6
000890758;2018/1;0.45
000949736;2018/1;0.65
000887994;2018/1;0.6
000892866;2018/1;0.35
000909467;2018/1;0.55
000947008;2018/1;0.55
100940242;2018/1;0.4
000937754;2018/1;0.6
000950386;2018/1;0.7
000955132;2018/1;0.7
000893765;2018/1;0.45
000947164;2018/1;0.45
000947083;2018/1;0.45
000889261;2018/1;0.8
000904236;2018/1;0.3
000955060;2018/1;0.65
000955078;2018/1;0.55
000953989;2018/1;0.55
000847607;2018/1;0.2
000953083;2018/1;0.5
000947156;2018/1;0.5
000955175;2018/1;0.45
000773999;2018/1;0.6
000938262;2018/1;0.55
000937592;2018/1;0.35
000955043;2018/1;0.6
000920797;2018/1;0.5
000947970;2018/1;0.5
000953326;2018/1;0.6
000946800;2018/1;0.6
000937673;2018/1;0.65
000922226;2018/1;0.5
000937118;2018/1;0.55
000920894;2018/1;0.6
000913006;2018/1;0.65
000953954;2018/1;0.6
000937886;2018/1;0.6
000848409;2018/1;0.45
000955027;2018/1;0.4
000953873;2018/1;0.65
000848000;2018/1;0.35
000892963;2018/1;0.5
000909173;2018/1;0.55
000950882;2018/1;0.55
000948195;2018/1;0.45
000711721;2018/1;0.55
000947199;2018/1;0.65
000909084;2018/1;0.65
000947032;2018/1;0.6
000950262;2018/1;0.55
000882232;2018/1;0.45
000846350;2018/1;0.6
000946648;2018/1;0.55
000937797;2018/1;0.4
000913278;2018/1;0.5
000954934;2018/1;0.7
100931483;2018/1;0.55
000906042;2018/1;0.2
000955019;2018/1;0.65
000937738;2018/1;0.4
000947326;2018/1;0.75
000946664;2018/1;0.65
000886696;2018/1;0.4
000937681;2018/1;0.45
100941587;2018/1;0.45
000893501;2018/1;0.55
000891614;2018/1;0.55
100934460;2018/1;0.55
000672580;2018/1;0.3
000935808;2018/1;0.25
000941271;2018/1;0.55
000920053;2018/1;0.25
000941255;2018/1;0.75
000940828;2018/1;0.6
000941360;2018/1;0.2
000926671;2018/1;0.65
000797618;2018/1;0.5
000926760;2018/1;0.45
000916129;2018/1;0.65
000900400;2018/1;0.35
200004683;2018/1;0.4
200002157;2018/1;0.7
200002151;2018/1;0.6
100921953;2018/1;0
100919278;2018/1;0
200003376;2018/1;0.6
200004482;2018/1;0
200004318;2018/1;0
200003743;2018/1;0.65
200002519;2018/1;0.7
100913997;2018/1;0.65
200003839;2018/1;0.6
200000941;2018/1;0
200002511;2018/1;0.7
000954683;2018/1;0.6
100943207;2018/1;0.7
200003117;2018/1;0.7
200002928;2018/1;0.65
100944448;2018/1;0
200002152;2018/1;0.6
200002391;2018/1;0
200002172;2018/1;0
200004418;2018/1;0
100941828;2018/1;0.35
200002509;2018/1;0.75
100940745;2018/1;0.35
100923376;2018/1;0.45
100933127;2018/1;0.35
000597236;2018/1;0.4
100914090;2018/1;0
200000743;2018/1;0.4
100913893;2018/1;0.5
200002174;2018/1;0.8
